,city,humidity,cloudiness,windspeed,long,lat,temp,max_temp
362,worland,47,1,1.5,-107.96,44.02,36.35600000000003,39.992
363,bakhtiyarpur,93,0,1.5,85.52,25.47,51.8,51.8
364,kenai,76,1,4.16,-151.26,60.55,-8.139999999999972,-0.0039999999999551505
365,paamiut,92,100,3.31,-49.67,61.99,13.568000000000087,13.568000000000087
366,terrace,85,90,1.35,-128.6,54.52,20.444000000000074,21.991999999999997
367,esperance,82,0,3.1,121.9,-33.87,55.400000000000006,55.400000000000006
368,haines junction,96,82,0.97,-137.51,60.75,-3.369999999999962,-3.369999999999962
369,turkmenabat,56,100,2.1,63.58,39.07,32.0,32.0
370,ballarat,94,100,3.52,143.85,-37.57,61.80800000000001,64.00400000000005
371,nhulunbuy,79,0,5.1,136.77,-12.23,84.2,84.2
372,tsevie,79,20,2.6,1.21,6.43,84.2,84.2
373,rocha,39,9,5.38,-54.33,-34.48,86.39600000000004,86.39600000000004
374,awbari,39,0,4.03,12.78,26.59,52.10600000000003,52.10600000000003
375,kalmunai,79,10,8.28,81.82,7.42,81.24800000000002,81.24800000000002
376,port hedland,94,40,1.5,118.57,-20.32,77.0,77.0
377,neusiedl am see,97,90,5.7,16.83,47.94,34.84400000000007,37.004000000000055
378,karratha,76,67,3.79,116.85,-20.74,85.02800000000008,85.02800000000008
379,hambantota,80,29,9.94,81.12,6.12,80.20400000000006,80.20400000000006
380,otukpo,25,0,1.43,8.13,7.19,80.24000000000002,80.24000000000002
381,eydhafushi,78,81,7.59,73.07,5.1,82.54400000000007,82.54400000000007
382,puerto del rosario,82,75,6.7,-13.86,28.5,66.2,66.2
383,lata,62,0,4.1,-8.33,40.16,50.39600000000005,55.004000000000055
384,teberda,36,0,3.12,41.74,43.45,9.518000000000086,9.518000000000086
385,praia da vitoria,77,75,9.1,-27.07,38.73,64.4,64.4
386,olafsvik,69,100,15.0,-23.71,64.89,38.73200000000001,38.73200000000001
387,santa maria,55,40,3.6,-53.81,-29.68,91.4,91.4
388,manicaragua,61,75,5.7,-79.97,22.15,85.04600000000005,87.80000000000001
389,forbes,78,7,4.85,148.02,-33.38,71.99600000000005,71.99600000000005
390,laguna de duero,69,20,13.9,-4.72,41.58,35.096000000000046,35.99600000000005
391,yar-sale,99,76,4.02,70.83,66.83,-10.587999999999944,-10.587999999999944
392,hokitika,87,90,0.22,170.97,-42.72,61.57400000000001,61.57400000000001
393,alta floresta,78,75,1.0,-56.09,-9.88,80.6,80.6
394,kitimat,85,90,1.76,-128.65,54.05,20.732000000000014,21.991999999999997
395,lerwick,87,100,16.5,-1.15,60.15,48.2,48.2
396,ekibastuz,93,78,3.83,75.37,51.67,0.4460000000000477,0.4460000000000477
397,mildura,93,18,4.1,142.15,-34.2,59.0,59.0
398,saint-jovite,78,75,2.6,-74.6,46.12,15.8,15.8
399,cuamba,96,100,1.34,36.54,-14.8,71.43800000000005,71.43800000000005
400,fare,78,100,5.11,-151.02,-16.7,81.35600000000002,81.35600000000002
401,norman wells,69,20,1.0,-126.83,65.28,-12.99999999999995,-12.99999999999995
402,talcher,59,0,1.73,85.22,20.95,64.79600000000005,64.79600000000005
403,atar,18,0,4.1,-13.05,20.52,66.90200000000007,66.90200000000007
404,altea,66,75,9.8,-0.05,38.6,48.47000000000006,51.00800000000001
405,storm lake,71,1,4.6,-95.21,42.64,1.3100000000000804,3.1999999999999993
406,maua,73,40,5.7,-46.46,-23.67,76.04600000000005,80.99600000000005
407,byron bay,88,7,3.6,153.62,-28.65,75.14600000000004,78.00800000000001
408,dutlwe,32,39,3.73,23.9,-23.98,81.89600000000004,81.89600000000004
409,ranau,88,75,1.5,116.66,5.95,76.65800000000002,77.0
410,scottsboro,35,1,6.2,-86.03,34.67,41.41400000000003,44.00600000000003
411,andros town,57,40,5.7,-77.77,24.7,78.89000000000001,78.99800000000002
412,bhuban,71,0,2.55,85.83,20.88,65.22800000000007,65.22800000000007
413,sinjar,78,90,3.5,41.88,36.32,45.30200000000008,45.30200000000008
414,buala,78,84,2.7,159.59,-8.14,81.41000000000008,81.41000000000008
415,kankon,83,20,1.5,74.02,15.02,77.0,77.0
416,laurel,47,90,6.7,-76.85,39.1,36.21200000000006,39.992
417,aklavik,73,5,3.1,-135.01,68.22,-25.365999999999957,-20.199999999999953
418,maglie,86,5,3.41,18.3,40.12,45.37400000000001,51.8
419,khasan,77,35,3.86,130.64,42.43,13.910000000000082,13.910000000000082
420,cayenne,74,75,5.1,-52.33,4.93,82.4,82.4
421,kungurtug,89,100,1.45,97.52,50.6,5.198000000000025,5.198000000000025
422,fort nelson,68,75,1.0,-122.7,58.81,-14.799999999999947,-14.799999999999947
423,owatonna,84,90,5.1,-93.23,44.08,6.458000000000002,12.002000000000077
424,port hardy,87,90,9.3,-127.42,50.7,46.4,46.4
425,emba,95,0,1.49,58.14,48.83,9.914000000000033,9.914000000000033
426,laguna,93,90,1.33,-121.42,38.42,47.66000000000008,57.00200000000008
427,gwadar,53,20,2.17,62.33,25.12,70.07000000000006,70.07000000000006
428,sao joao da barra,65,75,9.3,-41.05,-21.64,79.73600000000008,80.6
429,saint-francois,80,3,3.6,3.91,46.42,35.00600000000003,37.004000000000055
430,buluang,89,55,4.69,123.34,13.31,71.63600000000008,71.63600000000008
431,massaguet,25,0,3.1,15.44,12.48,73.4,73.4
432,kuryk,66,100,3.88,51.65,43.2,35.041999999999994,35.041999999999994
433,frederikshavn,93,41,3.8,10.54,57.44,33.998000000000026,33.998000000000026
434,soyo,79,75,2.6,12.37,-6.13,84.2,84.2
435,ketchikan,86,90,11.8,-131.65,55.34,41.81000000000008,44.6
436,denpasar,88,20,3.1,115.22,-8.65,80.6,80.6
437,uarini,83,75,1.0,-65.11,-2.99,84.2,84.2
438,portree,93,100,11.62,-6.19,57.41,46.004000000000055,46.004000000000055
439,sakakah,66,0,0.48,40.21,29.97,48.2,48.2
440,yarim,31,0,0.55,44.38,14.3,52.84400000000008,52.84400000000008
441,ulaanbaatar,67,0,2.49,106.88,47.91,-21.99999999999995,-21.99999999999995
442,carnarvon,78,0,8.7,113.63,-24.87,77.0,77.0
443,necochea,37,0,4.47,-58.74,-38.55,93.00200000000008,93.00200000000008
444,nyimba,95,100,2.02,30.81,-14.56,69.09800000000003,69.09800000000003
445,mangochi,93,100,2.17,35.26,-14.48,70.10600000000002,70.10600000000002
446,abnub,57,0,6.2,31.15,27.27,51.8,51.8
447,bondoukou,23,1,0.94,-2.8,8.03,76.26200000000006,76.26200000000006
448,rio cuarto,55,20,9.8,-64.35,-33.13,89.6,89.6
449,trairi,78,100,1.73,-39.27,-3.28,76.82000000000006,76.82000000000006
450,lysva,97,100,1.32,57.81,58.11,24.818000000000087,24.818000000000087
451,geraldton,77,0,9.3,114.6,-28.77,69.80000000000001,69.80000000000001
452,hailakandi,86,0,0.38,92.57,24.68,58.11800000000009,58.11800000000009
453,hooksett,51,75,4.6,-71.47,43.1,36.30200000000008,39.992
454,zonguldak,91,56,1.07,31.83,41.25,28.094000000000072,28.094000000000072
455,salima,85,100,3.51,34.46,-13.78,74.60600000000002,74.60600000000002
456,komsomolskiy,68,100,3.1,71.72,40.43,30.97400000000001,32.0
457,rockhampton,83,40,1.5,150.5,-23.38,78.80000000000001,78.80000000000001
458,salinas,66,1,2.81,-121.66,36.68,55.86800000000009,60.00800000000001
459,amapa,95,60,1.09,-52.0,1.0,78.18800000000005,78.18800000000005
460,platteville,78,90,5.7,-90.48,42.73,14.341999999999995,17.99600000000005
461,gobabis,20,34,7.49,18.97,-22.45,78.40400000000005,78.40400000000005
462,plover,72,75,3.1,-89.54,44.46,20.156000000000027,24.8
463,sambava,99,100,0.85,50.17,-14.27,74.2100000000001,74.2100000000001
464,koroni,81,20,1.5,21.95,36.8,47.66000000000008,51.00800000000001
465,aranda de duero,63,0,7.46,-3.69,41.67,28.778000000000066,28.778000000000066
466,flinders,100,20,1.0,150.86,-34.58,68.61200000000005,71.00600000000003
467,imeni poliny osipenko,100,100,0.94,136.49,52.42,-14.511999999999958,-14.511999999999958
468,tuatapere,98,100,0.45,167.68,-46.13,55.99400000000007,55.99400000000007
469,omboue,85,4,1.12,9.26,-1.57,77.09000000000003,77.09000000000003
470,cap-aux-meules,86,90,11.3,-61.86,47.38,26.6,26.6
471,ortakoy,68,75,2.1,34.04,38.74,30.2,30.2
472,itarema,79,100,3.01,-39.92,-2.92,79.142,79.142
473,catamarca,68,100,1.89,-65.79,-28.47,73.09400000000008,73.09400000000008
474,dondo,100,75,2.6,34.74,-19.61,77.0,77.0
475,sesori,66,20,3.1,-88.37,13.72,89.6,89.6
476,lavrentiya,96,100,3.61,-171.0,65.58,5.9360000000000674,5.9360000000000674
477,hirara,78,100,3.78,125.28,24.8,64.958,64.958
478,ios,50,88,10.8,25.28,36.73,50.99000000000002,51.8
479,mikuni,93,75,6.2,136.15,36.22,41.0,41.0
480,morros,65,72,0.76,-46.3,-9.45,83.22800000000007,83.22800000000007
481,hammerfest,74,20,9.8,23.68,70.66,34.556000000000026,35.6
482,makat,91,20,0.84,53.35,47.65,20.138000000000044,20.138000000000044
483,beloha,89,67,1.94,45.05,-25.17,72.64400000000008,72.64400000000008
484,acari,89,97,3.93,-74.62,-15.43,67.87400000000002,67.87400000000002
485,asyut,57,0,6.2,31.18,27.18,51.8,51.8
486,pangai,74,75,3.1,-174.35,-19.8,82.4,82.4
487,canico,72,40,6.7,-16.85,32.63,60.944000000000074,62.6
488,souillac,88,40,1.5,57.52,-20.52,80.76200000000006,80.99600000000005
489,dickinson,15,1,5.7,-95.05,29.46,59.32400000000001,60.998000000000026
490,takaungu,88,20,3.6,39.86,-3.68,78.80000000000001,78.80000000000001
491,san patricio,66,40,5.1,-104.7,19.22,89.6,89.6
492,ambunti,98,100,0.52,142.84,-4.24,74.51600000000002,74.51600000000002
493,belmonte,78,20,2.1,-38.88,-15.86,82.4,82.4
494,yerbogachen,93,100,4.4,108.01,61.28,-5.061999999999955,-5.061999999999955
495,derzhavinsk,97,61,1.88,66.32,51.1,5.828000000000063,5.828000000000063
496,pyapon,68,11,3.34,95.68,16.28,68.91800000000009,68.91800000000009
497,kasongo,93,72,0.33,26.67,-4.45,68.05400000000006,68.05400000000006
498,labuhan,89,100,1.4,112.21,-6.88,75.29000000000002,75.29000000000002
499,waipawa,93,76,4.1,175.52,-41.41,64.20200000000008,66.99199999999999
500,pishin,46,42,0.76,67.0,30.58,36.248000000000026,36.248000000000026
501,xai-xai,92,99,7.96,33.64,-25.05,73.54400000000007,73.54400000000007
502,toledo,35,95,7.2,-4.0,39.83,42.58399999999999,42.998000000000026
503,isangel,94,75,6.55,169.27,-19.55,75.2,75.2
504,tagusao,91,42,1.08,117.81,9.19,73.68800000000005,73.68800000000005
505,pangkalanbuun,97,97,0.63,111.62,-2.68,75.52400000000002,75.52400000000002
506,taltal,69,98,2.9,-70.48,-25.4,69.20600000000003,69.20600000000003
507,mandalgovi,80,0,5.02,106.27,45.76,0.7880000000000429,0.7880000000000429
508,hit,55,21,2.96,42.83,33.64,53.72600000000009,53.72600000000009
509,paita,100,0,8.2,-81.11,-5.09,62.6,62.6
510,katobu,92,79,1.05,122.53,-4.94,75.93800000000005,75.93800000000005
511,pedernales,66,75,9.3,-71.74,18.04,84.2,84.2
512,arnhem,100,0,1.5,5.9,51.97,36.320000000000064,39.992
513,ocampo,55,100,7.3,-101.5,21.65,61.44800000000002,61.44800000000002
514,okhotsk,71,0,3.64,143.3,59.38,-21.351999999999975,-21.351999999999975
515,lipin bor,97,100,4.57,37.98,60.26,33.89000000000002,33.89000000000002
516,mata,45,0,4.92,-7.46,40.68,44.72600000000009,46.99400000000007
517,annau,93,90,3.1,58.52,37.89,39.2,39.2
518,mongo,28,0,3.08,18.69,12.18,67.37000000000006,67.37000000000006
519,rio verde de mato grosso,63,15,0.67,-54.84,-18.92,88.592,88.592
520,upata,80,83,2.51,-62.4,8.01,78.36800000000008,78.36800000000008
521,mehamn,74,40,9.3,27.85,71.04,27.01400000000003,28.4
522,flin flon,70,5,2.1,-101.86,54.77,-2.199999999999953,-2.199999999999953
523,ilulissat,66,85,8.2,-51.1,69.22,10.399999999999999,10.399999999999999
524,kautokeino,88,79,4.82,23.04,69.01,9.104000000000052,9.104000000000052
525,pak phanang,88,86,2.6,100.2,8.35,77.21600000000001,77.21600000000001
526,kununurra,94,100,1.5,128.73,-15.77,78.80000000000001,78.80000000000001
527,sorland,69,75,16.93,12.69,67.67,39.128000000000064,41.0
528,seybaplaya,58,40,5.1,-90.67,19.65,82.4,82.4
529,korampallam,87,0,3.27,78.1,8.77,72.01400000000004,72.01400000000004
530,caravelas,80,5,3.74,-39.25,-17.71,80.40200000000007,80.40200000000007
531,shubarkuduk,96,100,2.14,56.49,49.14,23.738000000000042,23.738000000000042
532,saint anthony,71,90,3.6,-93.22,45.02,10.994000000000074,15.008000000000003
533,betanzos,61,20,6.2,-8.21,43.28,44.51000000000008,51.00800000000001
534,patrocinio,69,60,1.0,-46.99,-18.94,76.11800000000008,80.6
535,sisimiut,83,16,6.34,-53.67,66.94,-3.279999999999937,-3.279999999999937
536,honiara,94,40,1.0,159.95,-9.43,75.2,75.2
537,cutervo,54,89,4.71,-78.82,-6.38,70.41200000000006,70.41200000000006
538,virginia beach,50,20,4.6,-75.98,36.85,51.00800000000001,57.2
539,huayucachi,67,75,7.7,-75.23,-12.13,57.2,57.2
540,griffith,61,40,5.7,-87.42,41.53,16.44800000000002,21.002000000000077
541,padang,95,94,1.9,100.35,-0.95,68.12600000000009,68.12600000000009
542,nome,72,75,4.1,-165.41,64.5,10.399999999999999,10.399999999999999
543,kihei,69,40,8.2,-156.47,20.79,72.66200000000006,75.2
544,aqtobe,86,90,3.0,57.21,50.28,28.4,28.4
545,caconda,95,0,1.34,15.07,-13.73,60.116000000000014,60.116000000000014
546,chapais,64,1,4.1,-74.85,49.78,-0.39999999999994884,-0.39999999999994884
547,batagay,87,91,1.51,134.63,67.63,-22.359999999999978,-22.359999999999978
